,VGS,L,W,ID_NMOS,ID_PMOS,gm_NMOS,gm_PMOS,gds_NMOS,gds_PMOS,Vov_NMOS,Vstar_NMOS,Vov_PMOS,Vstar_PMOS
1,0.0,1e-07,5e-07,5.86305e-12,-3.005479e-13,1.570313e-10,7.654918e-12,6.640327e-12,8.574442e-13,-0.5210703,0.07467362,0.6285337,-0.07852414
2,0.01,1e-07,5e-07,7.663681e-12,-3.877275e-13,2.052429e-10,9.875116e-12,8.679408e-12,1.106137e-12,-0.5110703,0.07467914,0.6185337,-0.07852617
3,0.02,1e-07,5e-07,1.00171e-11,-5.001916e-13,2.682477e-10,1.273912e-11,1.134435e-11,1.426947e-12,-0.5010703,0.07468545,0.6085337,-0.07852847
4,0.03,1e-07,5e-07,1.309291e-11,-6.452719e-13,3.505809e-10,1.643354e-11,1.482711e-11,1.840779e-12,-0.4910703,0.07469266,0.5985337,-0.07853108
5,0.04,1e-07,5e-07,1.711269e-11,-8.324252e-13,4.581656e-10,2.119909e-11,1.937844e-11,2.374596e-12,-0.4810703,0.0747009,0.5885337,-0.07853405
6,0.05,1e-07,5e-07,2.236592e-11,-1.073849e-12,5.98737e-10,2.734617e-11,2.532589e-11,3.063173e-12,-0.4710703,0.07471032,0.5785337,-0.07853742
7,0.06,1e-07,5e-07,2.923072e-11,-1.385275e-12,7.823954e-10,3.52751e-11,3.309723e-11,3.951355e-12,-0.4610703,0.07472108,0.5685337,-0.07854125
8,0.07,1e-07,5e-07,3.820096e-11,-1.786995e-12,1.022327e-09,4.55021e-11,4.325108e-11,5.096973e-12,-0.4510703,0.07473338,0.5585337,-0.0785456
9,0.08,1e-07,5e-07,4.992161e-11,-2.305175e-12,1.335741e-09,5.869279e-11,5.651681e-11,6.5746e-12,-0.4410703,0.07474742,0.5485337,-0.07855054
10,0.09,1e-07,5e-07,6.523484e-11,-2.973563e-12,1.745099e-09,7.570542e-11,7.384654e-11,8.480386e-12,-0.4310703,0.07476347,0.5385337,-0.07855614
11,0.1,1e-07,5e-07,8.52401e-11,-3.835676e-12,2.279702e-09,9.764648e-11,9.648295e-11,1.09383e-11,-0.4210703,0.0747818,0.5285337,-0.07856251
12,0.11,1e-07,5e-07,1.113725e-10,-4.94763e-12,2.977764e-09,1.259424e-10,1.260475e-10,1.410816e-11,-0.4110703,0.07480274,0.5185337,-0.07856974
13,0.12,1e-07,5e-07,1.455047e-10,-6.381777e-12,3.889114e-09,1.624318e-10,1.646555e-10,1.819598e-11,-0.4010703,0.07482664,0.5085337,-0.07857795
14,0.13,1e-07,5e-07,1.9008e-10,-8.2314e-12,5.078691e-09,2.094843e-10,2.150652e-10,2.346728e-11,-0.3910703,0.07485393,0.4985337,-0.07858726
15,0.14,1e-07,5e-07,2.482851e-10,-1.061676e-11,6.631097e-09,2.701539e-10,2.808729e-10,3.026427e-11,-0.3810703,0.07488508,0.4885337,-0.07859784
16,0.15,1e-07,5e-07,3.242749e-10,-1.369286e-11,8.656493e-09,3.483751e-10,3.667645e-10,3.902787e-11,-0.3710703,0.07492062,0.4785337,-0.07860985
17,0.16,1e-07,5e-07,4.234647e-10,-1.76595e-11,1.129824e-08,4.492169e-10,4.78844e-10,5.032615e-11,-0.3610703,0.07496117,0.4685337,-0.07862348
18,0.17,1e-07,5e-07,5.529096e-10,-2.277415e-11,1.47428e-08,5.79208e-10,6.250577e-10,6.489084e-11,-0.3510703,0.07500742,0.4585337,-0.07863895
19,0.18,1e-07,5e-07,7.217965e-10,-2.936858e-11,1.923249e-08,7.467553e-10,8.15745e-10,8.366424e-11,-0.3410703,0.07506013,0.4485337,-0.07865651
20,0.19,1e-07,5e-07,9.420816e-10,-3.787018e-11,2.508198e-08,9.626817e-10,1.06435e-09,1.078596e-10,-0.3310703,0.0751202,0.4385337,-0.07867643
21,0.2,1e-07,5e-07,1.229316e-09,-4.882947e-11,3.269952e-08,1.240917e-09,1.388339e-09,1.390385e-10,-0.3210703,0.07518862,0.4285337,-0.07869903
22,0.21,1e-07,5e-07,1.603712e-09,-6.295538e-11,4.261423e-08,1.599381e-09,1.810388e-09,1.792103e-10,-0.3110703,0.07526651,0.4185337,-0.07872467
23,0.22,1e-07,5e-07,2.091519e-09,-8.116063e-11,5.5511e-08,2.061124e-09,2.359907e-09,2.309596e-10,-0.3010703,0.0753551,0.4085337,-0.07875375
24,0.23,1e-07,5e-07,2.726795e-09,-1.0462e-10,7.227527e-08,2.655776e-09,3.074994e-09,2.976097e-10,-0.2910703,0.07545582,0.3985337,-0.07878673
25,0.24,1e-07,5e-07,3.553688e-09,-1.348449e-10,9.404998e-08,3.421412e-09,4.004951e-09,3.834316e-10,-0.2810703,0.07557021,0.3885337,-0.07882412
26,0.25,1e-07,5e-07,4.629358e-09,-1.737796e-10,1.22308e-07,4.406931e-09,5.21348e-09,4.939116e-10,-0.2710703,0.07570001,0.3785337,-0.0788665
27,0.26,1e-07,5e-07,6.027713e-09,-2.239237e-10,1.589437e-07,5.675095e-09,6.782769e-09,6.360929e-10,-0.2610703,0.07584713,0.3685337,-0.07891453
28,0.27,1e-07,5e-07,7.844186e-09,-2.884895e-10,2.063888e-07,7.306406e-09,8.818672e-09,8.190117e-10,-0.2510703,0.07601367,0.3585337,-0.07896892
29,0.28,1e-07,5e-07,1.02018e-08,-3.71603e-10,2.67757e-07,9.404039e-09,1.145726e-08,1.054252e-09,-0.2410703,0.07620192,0.3485337,-0.07903052
30,0.29,1e-07,5e-07,1.325886e-08,-4.78561e-10,3.470254e-07,1.210012e-08,1.487308e-08,1.356654e-09,-0.2310703,0.07641437,0.3385337,-0.07910024
31,0.3,1e-07,5e-07,1.72187e-08,-6.161583e-10,4.492596e-07,1.556366e-08,1.928947e-08,1.745208e-09,-0.2210703,0.07665366,0.3285337,-0.07917911
32,0.31,1e-07,5e-07,2.234184e-08,-7.931058e-10,5.808913e-07,2.001067e-08,2.499152e-08,2.244192e-09,-0.2110703,0.07692261,0.3185337,-0.07926829
33,0.32,1e-07,5e-07,2.896137e-08,-1.02056e-09,7.5006e-07,2.571683e-08,3.234203e-08,2.884606e-09,-0.2010703,0.07722414,0.3085337,-0.07936907
34,0.33,1e-07,5e-07,3.750202e-08,-1.3128e-09,9.670293e-07,3.303354e-08,4.18013e-08,3.705983e-09,-0.1910703,0.07756128,0.2985337,-0.07948287
35,0.34,1e-07,5e-07,4.85038e-08,-1.688077e-09,1.244692e-06,4.240799e-08,5.395134e-08,4.758662e-09,-0.1810703,0.07793702,0.2885337,-0.07961126
36,0.35,1e-07,5e-07,6.265132e-08,-2.169696e-09,1.59918e-06,5.440834e-08,6.952543e-08,6.106636e-09,-0.1710703,0.07835432,0.2785337,-0.079756
37,0.36,1e-07,5e-07,8.080964e-08,-2.787377e-09,2.050591e-06,6.975505e-08,8.944386e-08,7.831108e-09,-0.1610703,0.07881594,0.2685337,-0.07991899
38,0.37,1e-07,5e-07,1.040682e-07,-3.578963e-09,2.623865e-06,8.935978e-08,1.148569e-07,1.00349e-08,-0.1510703,0.07932437,0.2585337,-0.08010232
39,0.38,1e-07,5e-07,1.337942e-07,-4.592568e-09,3.349808e-06,1.143735e-07,1.47196e-07,1.284794e-08,-0.1410703,0.07988174,0.2485337,-0.08030825
40,0.39,1e-07,5e-07,1.716973e-07,-5.889251e-09,4.266317e-06,1.462456e-07,1.88235e-07,1.643397e-08,-0.1310703,0.08048972,0.2385337,-0.08053921
41,0.4,1e-07,5e-07,2.199072e-07,-7.546353e-09,5.419803e-06,1.86796e-07,2.401606e-07,2.09988e-08,-0.1210703,0.08114953,0.2285337,-0.08079781
42,0.41,1e-07,5e-07,2.810671e-07,-9.661626e-09,6.866846e-06,2.383033e-07,3.056561e-07,2.680034e-08,-0.1110703,0.08186207,0.2185337,-0.0810868
43,0.42,1e-07,5e-07,3.584444e-07,-1.235833e-08,8.676079e-06,3.036109e-07,3.879948e-07,3.416074e-08,-0.1010703,0.0826282,0.2085337,-0.08140902
44,0.43,1e-07,5e-07,4.560614e-07,-1.579152e-08,1.093027e-05,3.862545e-07,4.911455e-07,4.348104e-08,-0.09107032,0.08344926,0.1985337,-0.08176745
45,0.44,1e-07,5e-07,5.788476e-07,-2.015567e-08,1.372849e-05,4.906144e-07,6.198849e-07,5.525852e-08,-0.08107032,0.08432792,0.1885337,-0.08216504
46,0.45,1e-07,5e-07,7.328129e-07,-2.569404e-08,1.71882e-05,6.220961e-07,7.799105e-07,7.010744e-08,-0.07107032,0.0852693,0.1785338,-0.08260474
47,0.46,1e-07,5e-07,9.252399e-07,-3.270992e-08,2.144678e-05,7.873429e-07,9.779422e-07,8.878332e-08,-0.06107032,0.0862824,0.1685338,-0.08308939
48,0.47,1e-07,5e-07,1.164886e-06,-4.158026e-08,2.666205e-05,9.944853e-07,1.221792e-06,1.122113e-07,-0.05107032,0.08738161,0.1585338,-0.08362166
49,0.48,1e-07,5e-07,1.462184e-06,-5.277191e-08,3.301084e-05,1.253431e-06,1.520376e-06,1.415192e-07,-0.04107032,0.08858813,0.1485338,-0.08420397
50,0.49,1e-07,5e-07,1.829411e-06,-6.686108e-08,4.068479e-05,1.576197e-06,1.883625e-06,1.780747e-07,-0.03107032,0.08993095,0.1385339,-0.08483848
51,0.5,1e-07,5e-07,2.280801e-06,-8.455626e-08,4.988237e-05,1.977298e-06,2.322274e-06,2.235284e-07,-0.02107032,0.0914472,0.1285339,-0.08552707
52,0.51,1e-07,5e-07,2.832557e-06,-1.067253e-07,6.079651e-05,2.474173e-06,2.847469e-06,2.798612e-07,-0.01107032,0.09318155,0.118534,-0.08627148
53,0.52,1e-07,5e-07,3.50271e-06,-1.344271e-07,7.359813e-05,3.087667e-06,3.470204e-06,3.494355e-07,-0.001070321,0.09518475,0.108534,-0.08707356
54,0.53,1e-07,5e-07,4.310809e-06,-1.689479e-07,8.84164e-05,3.842536e-06,4.200582e-06,4.350486e-07,0.008929679,0.09751152,0.09853413,-0.08793563
55,0.54,1e-07,5e-07,5.277395e-06,-2.118435e-07,0.0001053183,4.767965e-06,5.046966e-06,5.399851e-07,0.01892968,0.1002181,0.08853425,-0.08886116
56,0.55,1e-07,5e-07,6.423289e-06,-2.649852e-07,0.0001242901,5.898025e-06,6.015109e-06,6.680598e-07,0.02892968,0.1033596,0.07853438,-0.08985557
57,0.56,1e-07,5e-07,7.768715e-06,-3.30611e-07,0.0001452254,7.271986e-06,7.107381e-06,8.236437e-07,0.03892968,0.1069884,0.06853455,-0.09092729
58,0.57,1e-07,5e-07,9.332343e-06,-4.113776e-07,0.0001679203,8.934366e-06,8.322229e-06,1.011656e-06,0.04892968,0.1111521,0.05853476,-0.09208882
59,0.58,1e-07,5e-07,1.113034e-05,-5.104115e-07,0.0001920797,1.093452e-05,9.653958e-06,1.237507e-06,0.05892968,0.1158929,0.04853502,-0.09335783
60,0.59,1e-07,5e-07,1.317553e-05,-6.313524e-07,0.0002173334,1.332559e-05,1.109288e-05,1.506965e-06,0.06892968,0.1212472,0.03853534,-0.0947579
61,0.6,1e-07,5e-07,1.547675e-05,-7.783826e-07,0.000243259,1.616263e-05,1.262585e-05,1.825941e-06,0.07892968,0.1272451,0.02853572,-0.09631883
62,0.61,1e-07,5e-07,1.803849e-05,-9.562324e-07,0.0002694105,1.949976e-05,1.423702e-05,2.200161e-06,0.08892968,0.1339108,0.01853618,-0.09807632
63,0.62,1e-07,5e-07,2.086076e-05,-1.170153e-06,0.0002953472,2.338644e-05,1.590889e-05,2.634757e-06,0.09892968,0.1412626,0.008536738,-0.100071
64,0.63,1e-07,5e-07,2.393931e-05,-1.425846e-06,0.0003206598,2.7863e-05,1.762329e-05,3.133774e-06,0.1089297,0.1493128,-0.001462597,-0.1023469
65,0.64,1e-07,5e-07,2.726606e-05,-1.729351e-06,0.0003449916,3.29559e-05,1.936238e-05,3.69967e-06,0.1189297,0.1580679,-0.01146181,-0.1049494
66,0.65,1e-07,5e-07,3.082967e-05,-2.086883e-06,0.0003680527,3.867335e-05,2.110942e-05,4.332856e-06,0.1289297,0.1675285,-0.02146088,-0.1079236
67,0.66,1e-07,5e-07,3.461627e-05,-2.504632e-06,0.000389627,4.500201e-05,2.284945e-05,5.031361e-06,0.1389297,0.1776893,-0.03145979,-0.111312
68,0.67,1e-07,5e-07,3.86102e-05,-2.988536e-06,0.0004095728,5.19052e-05,2.45696e-05,5.790681e-06,0.1489297,0.1885389,-0.04145853,-0.1151536
69,0.68,1e-07,5e-07,4.279473e-05,-3.54405e-06,0.0004278183,5.932326e-05,2.625931e-05,6.603845e-06,0.1589297,0.2000603,-0.05145709,-0.1194827
70,0.69,1e-07,5e-07,4.715272e-05,-4.175925e-06,0.0004443531,6.717592e-05,2.791032e-05,7.461722e-06,0.1689297,0.2122309,-0.06145544,-0.124328
71,0.7,1e-07,5e-07,5.166718e-05,-4.888023e-06,0.0004592176,7.536657e-05,2.951652e-05,8.3535e-06,0.1789297,0.2250226,-0.07145359,-0.1297133
72,0.71,1e-07,5e-07,5.632174e-05,-5.68318e-06,0.0004724919,8.378783e-05,3.107376e-05,9.267311e-06,0.1889297,0.238403,-0.08145152,-0.1356565
73,0.72,1e-07,5e-07,6.110094e-05,-6.563131e-06,0.0004842841,9.232765e-05,3.257953e-05,1.01909e-05,0.1989297,0.2523351,-0.09144923,-0.1421704
74,0.73,1e-07,5e-07,6.599052e-05,-7.528494e-06,0.0004947207,0.0001008755,3.403272e-05,1.11123e-05,0.2089297,0.2667789,-0.1014467,-0.1492631
75,0.74,1e-07,5e-07,7.097753e-05,-8.578815e-06,0.0005039378,0.0001093279,3.543329e-05,1.202038e-05,0.2189297,0.2816916,-0.111444,-0.1569374
76,0.75,1e-07,5e-07,7.605036e-05,-9.712658e-06,0.0005120742,0.0001175925,3.678208e-05,1.290531e-05,0.2289297,0.2970287,-0.121441,-0.1651918
77,0.76,1e-07,5e-07,8.11988e-05,-1.092774e-05,0.0005192655,0.0001255915,3.80805e-05,1.375885e-05,0.2389297,0.3127448,-0.1314379,-0.1740204
78,0.77,1e-07,5e-07,8.641394e-05,-1.222107e-05,0.000525641,0.0001332632,3.933041e-05,1.457455e-05,0.2489297,0.3287945,-0.1414345,-0.1834125
79,0.78,1e-07,5e-07,9.168813e-05,-1.358914e-05,0.0005313204,0.0001405624,4.053392e-05,1.534773e-05,0.2589297,0.3451331,-0.151431,-0.1933538
80,0.79,1e-07,5e-07,9.701482e-05,-1.502807e-05,0.0005364127,0.00014746,4.16933e-05,1.607542e-05,0.2689297,0.3617171,-0.1614272,-0.2038258
81,0.8,1e-07,5e-07,0.0001023885,-1.653376e-05,0.0005410154,0.0001539413,4.281086e-05,1.675621e-05,0.2789297,0.378505,-0.1714233,-0.2148061
82,0.81,1e-07,5e-07,0.0001078046,-1.810203e-05,0.0005452144,0.0001600044,4.388889e-05,1.739003e-05,0.2889297,0.3954578,-0.1814192,-0.2262691
83,0.82,1e-07,5e-07,0.0001132594,-1.972873e-05,0.0005490845,0.0001656581,4.492964e-05,1.79779e-05,0.2989297,0.412539,-0.191415,-0.2381862
84,0.83,1e-07,5e-07,0.0001187496,-2.140986e-05,0.0005526899,0.0001709191,4.593522e-05,1.852171e-05,0.3089297,0.4297151,-0.2014106,-0.2505262
85,0.84,1e-07,5e-07,0.0001242728,-2.314161e-05,0.0005560853,0.0001758107,4.690766e-05,1.902401e-05,0.3189297,0.4469558,-0.2114061,-0.263256
86,0.85,1e-07,5e-07,0.0001298269,-2.492042e-05,0.0005593167,0.00018036,4.784883e-05,1.948774e-05,0.3289297,0.4642338,-0.2214015,-0.2763408
87,0.86,1e-07,5e-07,0.0001354103,-2.674301e-05,0.0005624227,0.0001845967,4.876048e-05,1.991612e-05,0.3389297,0.4815249,-0.2313967,-0.2897453
88,0.87,1e-07,5e-07,0.0001410217,-2.860644e-05,0.0005654348,0.0001885515,4.964424e-05,2.031246e-05,0.3489297,0.4988078,-0.2413919,-0.3034336
89,0.88,1e-07,5e-07,0.0001466601,-3.050802e-05,0.0005683791,0.0001922551,5.050159e-05,2.068005e-05,0.3589297,0.5160642,-0.2513869,-0.3173703
90,0.89,1e-07,5e-07,0.0001523247,-3.244541e-05,0.0005712766,0.0001957368,5.13339e-05,2.102208e-05,0.3689297,0.5332781,-0.2613819,-0.3315208
91,0.9,1e-07,5e-07,0.0001580149,-3.441653e-05,0.0005741441,0.0001990248,5.214243e-05,2.134157e-05,0.3789297,0.5504363,-0.2713768,-0.3458516
92,0.91,1e-07,5e-07,0.0001637302,-3.641959e-05,0.0005769949,0.000202145,5.292832e-05,2.164132e-05,0.3889297,0.5675273,-0.2813716,-0.3603313
93,0.92,1e-07,5e-07,0.0001694703,-3.845301e-05,0.0005798396,0.0002051209,5.369263e-05,2.192391e-05,0.3989297,0.5845419,-0.2913663,-0.3749301
94,0.93,1e-07,5e-07,0.0001752348,-4.051548e-05,0.0005826862,0.0002079739,5.443634e-05,2.219165e-05,0.4089297,0.6014724,-0.3013609,-0.3896209
95,0.94,1e-07,5e-07,0.0001810236,-4.260586e-05,0.0005855408,0.0002107226,5.516032e-05,2.24466e-05,0.4189297,0.6183125,-0.3113555,-0.4043786
96,0.95,1e-07,5e-07,0.0001868364,-4.47232e-05,0.000588408,0.0002133837,5.586541e-05,2.269059e-05,0.4289297,0.6350574,-0.32135,-0.419181
97,0.96,1e-07,5e-07,0.0001926732,-4.686669e-05,0.0005912912,0.0002159713,5.655235e-05,2.292521e-05,0.4389297,0.6517031,-0.3313444,-0.4340085
98,0.97,1e-07,5e-07,0.0001985336,-4.903567e-05,0.0005941926,0.0002184976,5.722184e-05,2.315186e-05,0.4489297,0.6682466,-0.3413387,-0.448844
99,0.98,1e-07,5e-07,0.0002044176,-5.122957e-05,0.0005971141,0.000220973,5.787454e-05,2.33717e-05,0.4589297,0.6846853,-0.351333,-0.4636727
100,0.99,1e-07,5e-07,0.000210325,-5.344793e-05,0.0006000565,0.0002234059,5.851105e-05,2.358576e-05,0.4689297,0.7010175,-0.3613273,-0.4784826
101,1.0,1e-07,5e-07,0.0002162557,-5.569036e-05,0.0006030205,0.0002258036,5.913192e-05,2.379488e-05,0.4789297,0.7172417,-0.3713214,-0.4932637
102,1.01,1e-07,5e-07,0.0002222095,-5.795654e-05,0.0006060066,0.0002281717,5.973768e-05,2.399978e-05,0.4889297,0.7333566,-0.3813155,-0.5080081
103,1.02,1e-07,5e-07,0.0002281861,-6.02462e-05,0.000609015,0.0002305148,6.032883e-05,2.420106e-05,0.4989297,0.7493613,-0.3913096,-0.52271
104,1.03,1e-07,5e-07,0.0002341855,-6.255911e-05,0.0006120457,0.0002328365,6.090582e-05,2.43992e-05,0.5089297,0.7652548,-0.4013036,-0.5373651
105,1.04,1e-07,5e-07,0.0002402072,-6.489506e-05,0.0006150988,0.0002351395,6.146909e-05,2.459461e-05,0.5189297,0.7810362,-0.4112975,-0.5519707
106,1.05,1e-07,5e-07,0.0002462512,-6.725389e-05,0.0006181744,0.0002374257,6.201905e-05,2.478761e-05,0.5289297,0.7967045,-0.4212913,-0.5665257
107,1.06,1e-07,5e-07,0.000252317,-6.963542e-05,0.0006212727,0.0002396966,6.255609e-05,2.497846e-05,0.5389297,0.8122585,-0.4312852,-0.5810298
108,1.07,1e-07,5e-07,0.0002584045,-7.203952e-05,0.0006243938,0.0002419528,6.308057e-05,2.516738e-05,0.5489297,0.8276971,-0.4412789,-0.595484
109,1.08,1e-07,5e-07,0.0002645133,-7.446603e-05,0.0006275382,0.0002441949,6.359285e-05,2.535452e-05,0.5589297,0.8430188,-0.4512726,-0.6098902
110,1.09,1e-07,5e-07,0.000270643,-7.691482e-05,0.0006307063,0.0002464228,6.409326e-05,2.554002e-05,0.5689297,0.858222,-0.4612662,-0.6242508
111,1.1,1e-07,5e-07,0.0002767933,-7.938574e-05,0.0006338986,0.0002486364,6.458211e-05,2.572397e-05,0.5789297,0.8733046,-0.4712598,-0.638569
112,1.11,1e-07,5e-07,0.0002829638,-8.187865e-05,0.000637116,0.0002508351,6.505971e-05,2.590646e-05,0.5889297,0.8882647,-0.4812533,-0.6528484
113,1.12,1e-07,5e-07,0.0002891542,-8.43934e-05,0.0006403594,0.0002530184,6.552634e-05,2.608755e-05,0.5989297,0.9030996,-0.4912468,-0.667093
114,1.13,1e-07,5e-07,0.0002953639,-8.692982e-05,0.0006436298,0.0002551855,6.598228e-05,2.626729e-05,0.6089297,0.9178067,-0.5012402,-0.681307
115,1.14,1e-07,5e-07,0.0003015925,-8.948775e-05,0.0006469284,0.0002573354,6.642779e-05,2.644571e-05,0.6189297,0.932383,-0.5112335,-0.695495
116,1.15,1e-07,5e-07,0.0003078396,-9.206702e-05,0.0006502565,0.0002594673,6.686312e-05,2.662286e-05,0.6289297,0.946825,-0.5212268,-0.7096617
117,1.16,1e-07,5e-07,0.0003141046,-9.466744e-05,0.0006536158,0.0002615802,6.72885e-05,2.679876e-05,0.6389297,0.9611292,-0.53122,-0.7238119
118,1.17,1e-07,5e-07,0.0003203871,-9.728882e-05,0.0006570078,0.0002636731,6.770417e-05,2.697346e-05,0.6489297,0.9752916,-0.5412132,-0.7379503
119,1.18,1e-07,5e-07,0.0003266865,-9.993094e-05,0.0006604344,0.0002657449,6.811034e-05,2.714697e-05,0.6589297,0.9893079,-0.5512063,-0.7520819
